AUDISANKARA COLLEGE OF ENGINEERING AND TECHNOLOGY,"NORTHRAJUPALEM(VILL)
RAMANNAPALEM ROAD,KODAVALUR(MD) NELLORE DT.,A.P - 524366",NELLORE,Private-Self Financing
"SRI CHAITANYA - DJR INSTITUTE OF
TECHNOLOGY","DJR NAGAR, NH 5 VELPUR VILLAGE, VIA
GUDAVALLI,",KRISHNA,"Private-Self
Financing"
ANDHRA LOYOLA COLLEGE,"GOVT.POLYTECHNIC POST OFFICE BYE
PASS ROAD VIJAYAWADA",KRISHNA,"Private-Self
Financing"
SWAMY VIVEKANANDA POLYTECHNIC,KALAVARAI VILLAGE,VIZIANAGARAM,"Private-Self
Financing"
ANDHRA LOYOLA COLLEGE,"GOVT.POLYTECHNIC POST OFFICE BYE
PASS ROAD VIJAYAWADA",KRISHNA,"Private-Self
Financing"
"NARAYANA INSTITUTE OF
MANAGEMENT",RAVIVENKATAMPALLI (VILLAGE),ANANTAPUR,"Private-Self
Financing"
AMRITA SAI INSTITUTE OF SCIENCE AND TECHNOLOGY,"AMRITA SAI NAGAR, PARITALA POST,
KANCHIKACHERLA MANDAL, KRISHNA DIST, A.P. - 521180, INDIA.",KRISHNA,Private-Self Financing
SIR C R REDDY COLLEGE,"G.N.T.ROAD, OPP TTD KALYANA
MANDAPAM, ELURU WEST GODAVARI DISTRICT ANDHRA PRADESH",WEST GODAVARI,Private-Self Financing
MAHARAJ VIJAYARAM GAJAPATHI RAJ COLLEGE OF ENGINEERING,"VIJAYARAM NAGAR CAMPUS
CHINTALAVALASA DENKADA MANDAL VIZIANAGARAM 535 005 ANDHRA PRADESH",VIZIANAGARAM,Private-Self Financing
GOVERNMENT POLYTECHNIC,CSTS DEGREE COLLEGE CAMPUS,WEST GODAVARI,Government
"CH.S.D.ST.THERESA'S COLLEGE FOR WOMEN, ELURU","GAVARAVARAM, SANIVARAPUPET POST
ELURU - 534 003 WEST GODAVARI DISTRICT ANDHRA PRADESH",WEST GODAVARI,Private-Self Financing
"AKKINENI NAGESWARA RAO COLLEGE -
M.C.A. PROGRAMME","POST BOX NO.20, GUDIVADA, KRISHNA
DISTRICT",KRISHNA,"Private-Self
Financing"
"INSTITUTE OF SCIENCE AND TECHNOLOGY,JNTUK,KAKINADA","JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,PITHAPURAM ROAD",EAST GODAVARI,Government
"DUVVURU RAMANAMMA WOMEN'S
DEGREE COLLEGE,GUDUR","Z.P HIGH SCHOOL ROAD GUDUR SPSR
NELLORE (DT) PIN-524101",NELLORE,Govt aided
SRI VASAVI ENGINEERING COLLEGE,"PEDATADEPALLI, TADEPALLIGUDEM",WEST GODAVARI,"Private-Self
Financing"
V.S.M. COLLEGE,V.S.M. COLLEGE RAMACHANDRAPURAM EAST GODAVARI DISTRICT ANDHRA PRADESH PIN: 533 255,EAST GODAVARI,Private-Self Financing
"NOVA COLLEGE OF ENGINEERING AND
TECHNOLOGY","IBRAHIMPATNAM, VIJAYAWADA-521456",KRISHNA,"Private-Self
Financing"
"CHAITANYA INSTITUTE OF SCIENCE
AND TECHNOLOGY",MADHAVA PATNAM,EAST GODAVARI,"Private-Self
Financing"
"MADHURA SAI INSTITUTE OF IT &
MANAGEMENT","MODAMEEDAPALLI PRODDATUR
KADAPA (DT.) PIN: 516360",YSR DISTRICT,"Private-Self
Financing"
V.S.M. COLLEGE OF ENGINEERING,"V.S.M. COLLEGE OF ENGINEERING
RAMACHANDRAPURAM EAST GODAVARI DISTRICT.",EAST GODAVARI,Private-Self Financing
GOVERNMENT POLYTECHNIC,ENGINEERING COLLEGGE ROAD,ANANTAPUR,Government
DR LANKAPALLI BULLAYYA COLLEGE OF ENGINEERING,"SURVEY NO 44,D.NO 52-14-75
RESAPUVANIPALEM VISAKHAPATNAM PIN CODE 530013",VISHAKHAPATNAM,Private-Self Financing
"PB SIDDHARTHA COLLEGE OF ARTS &
SCIENCE PG STUDIES",SIDDHARTHA NAGAR VIJAYAWADA,KRISHNA,"Private-Self
Financing"
VIGNAN'S LARA INSTITUTE OF TECHNOLOGY & SCIENCE,"VADLAMUDI, CHEBROLU MANDAL,
GUNTUR DISTRICT - 522 213. ANDHRA PRADESH, INDIA.",GUNTUR,Private-Self Financing
MOTHER THERESA INSTITUTE OF MANAGEMENT,"MELUMOI VILLAGE & POST, PALAMANER
517408 CHITTOOR DIST, ANDHRA PRADESH.",CHITTOOR,Private-Self Financing
"ALLAGADDA INSTITUTE OF
MANAGEMENT SCIENCE","KANDUKURIMETTA, ALLAGADDA,
KURNOOL(DIST), ANDHRA PRADESH",KURNOOL,"Private-Self
Financing"
HAINDAVI PG COLLEGE (MBA),"PUTTAPARTHY ROAD, DHARMAVARAM -
515671, ANANTAPUR DISTRICT, A.P.",ANANTAPUR,"Private-Self
Financing"
BIT INSTITUTE OF TECHNOLOGY,"S.NO. 284/1, MALGUR (V), BEEREPALLI (P),
H.S. MANDIR (S.O), HINDUPUR",ANANTAPUR,"Private-Self
Financing"
SAMATA COLLEGE,"SECTOR : 10, M.V.P.COLONY,
VISAKHAPATNAM - 530 017",VISHAKHAPATNAM,"Private-Self
Financing"
VASAVI MCA&MBA COLLEGE,"KANDULA PURAM CUMBUM PRAKASAM
(DIST)-523333",PRAKASAM,"Private-Self
Financing"
N S RAJU INSTITUTE OF ENGINEERING & TECHNOLOGY,"DAKAMARRI VILLAGE & PANCHAYAT
BHEEMUNIPATNAM MANDAL VISAKHAPATNAM-531162",VISHAKHAPATNAM,Private-Self Financing
NALANDA INSTITUTE OF P.G.STUDIES,"SIDDHARTH NAGAR, KANTEPUDI (V)
SATTENAPALLI (M) GUNTUR DISTRICT - 522 438 ANDHRA PRADESH",GUNTUR,Private-Self Financing
"JAGARLAMUDI KUPPUSWAMY
CHOUDARY COLLEGE","JKC NAGAR, CHOUDARY PET GUNTUR.",GUNTUR,"Private-Self
Financing"
"CENTRE FOR MANAGEMENT &
TECHNOLOGY (CMT)","P.M.PALEM, MADHURAWADA,
VISAKHAPATANAM-530041.",VISHAKHAPATNAM,"Private-Self
Financing"
"SREE VENKATESWARA COLLEGE OF
ENGINEERING","GOLDEN NAGAR, NH-5-NORTH
RAJUPALEM BYPASS ROAD.",NELLORE,"Private-Self
Financing"
SAIRAM INSTITUTE OF MANAGEMENT,"SAMHITA COLLEGE OF MANAGEMENT &
TECHNOLOGY; PIDIMGOYYI PANCHAYAT; RAJAHMUNDRY RURAL",EAST GODAVARI,Private-Self Financing
"GOVERNMENT POLYTECHNIC FOR
WOMEN",RAMANJANEYAPURAM,YSR DISTRICT,Government
MIRACLE EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,"MIRACLE CITY, KONGAVANIPALEM, BHOGAPURAM MANDAL, VIZIANAGARAM DIST ANDHRA PRADESH PIN-535216",VIZIANAGARAM,Private-Self Financing
"SHARADA POST GRADUATE INSTITUTE
OF RESEARCH AND TECHNOLOGICAL SCIENCES (SPIRTS)","DATTAPURI MAMILLAPALLI(V) NEAR
INDUSTRIAL ESTATE RIMS ROAD KADAPA-516004 AP",YSR DISTRICT,Private-Self Financing
RAJAH R.S.R.K. RANGA RAO COLLEGE,"M.C.A. CENTRE NEAR R.T.C. COMPLEX
BOBBILI - 535558",VIZIANAGARAM,"Private-Self
Financing"
VIGNANS FOUNDATION FOR SCIENCE TECHNOLOGY AND RESEARCH,VADLAMUDI CHEBROLU MANDAL GUNTUR DIST ANDHRA PRADESH 522213,GUNTUR,Deemed to be University(Pvt)
ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCES,BACK SIDE OF RTO OFFICE MULAVANKA RAYACHOTY ROAD CHINTAKOMMA DINNE VILLAGE & POST KADAPA - 516 003,YSR DISTRICT,Private-Self Financing
"GOVERNMENT POLYTECHNIC FOR
WOMEN",BHEEMUNIPATNAM,VISHAKHAPATNAM,Government
SRADDAHA COLLEGE OF DIPLOMA IN ENG & TECHNOLOGY,"KRISHNUNIPALEM, GOKAVARAM MANDAL, EAST GODAVARIA.P PIN :533288",EAST GODAVARI,Private-Self Financing
GOVERNMENT POLYTECHNIC PENDURTHI,"PULAGANIPALEM ROAD PENDURTHI
VILLAGE AND MANDAL VISAKHAPATNAM DISTRICT",VISHAKHAPATNAM,Government
ALL SAINTS P.G. COLLEGE,"SINGANNABANDA MAHARAJUPETA JN.
BHEEMUNIPATNAM MANDAL VISAKHAPATNAM",VISHAKHAPATNAM,Private-Self Financing
SRINIVASA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"NH 214, KAKINADA-AMALAPURAM ROAD, CHEYYERU VILLAGE, KATRENIKONA MANDAL, AMALAPURAM-533222",EAST GODAVARI,Private-Self Financing
"SPKM INDIAN INSTITUTE OF
HANDLOOM TECHNOLOGY","8-282, TIRUPATI ROAD",NELLORE,Government
"SRI PADMAVATHI WOMENS
POLYTECHNIC","NEAR SV DAIRY FARM, CHITTOOR ROAD,",CHITTOOR,Govt aided
D.L.R. COLLEGE PG COURSES,"MAIN ROAD, G.MAMIDADA, PEDAPUDI
MANDAL, EAST GODAVARI DISTRICT.",EAST GODAVARI,"Private-Self
Financing"
KKC INSTITUTE OF PG STUDIES,"TIRUPATI-NAGARI ROAD PUTTUR
CHITTOOR (DIST)",CHITTOOR,"Private-Self
Financing"
SESHACHALA INSTITUTE OF MANAGEMENT STUDIES,"TIRUPATI-CHENNAI HIGHWAY,
KANAKAMPALEM VILLAGE, PUTTUR MANDAL, CHITTOOR DIST., A.P.",CHITTOOR,Private-Self Financing
"A1 GLOBAL INSTITUTE OF ENGINEERING
& TECHNOLOGY","MARKAPUR, PRAKASAM DISTRICT,
ANDHRA PRADESH.",PRAKASAM,"Private-Self
Financing"
ADITHE SATYANARAYANA PG COLLEGE (ASN),"RAJYA LAKSHMI GARDENS, BHUPAYYA
AGRAHARAM, AMALAPURAM, EAST GODAVARI DISTRICT",EAST GODAVARI,Private-Self Financing
MALINENI LAKSHMAIAH MBA COLLEGE,"KANUMALLA(V),
SINGARAYAKONDA(MD), PRAKASAM(DT) 523101",PRAKASAM,Private-Self Financing
LENDI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"JONNADA VILLAGE VIA 5TH APSP
BATTALION DENKADA MANDAL VIZIANAGARAM DIST - 535 005",VIZIANAGARAM,Private-Self Financing
KGRL COLLEGE:PG COURSES,"DIRUSUMARRU ROAD BHIMAVARAM
WEST GODAVARI DISTRICT AP",WEST GODAVARI,"Private-Self
Financing"
"SRI VADDAMANU CHIDANANDAM
MEMORIAL POLYTECHNIC","4-2-15 NELLORE ROAD GOPAVARAM
MANDAL",YSR DISTRICT,"Private-Self
Financing"
"SRI PADMAVATHI COLLEGE OF COMPUTER SCIENCES & TECHNOLOGY, TIRUCHANOOR, TIRUPATI","MOHAN GARDENS, BEHIND R.K.KALYANA MANDAPAM, VAISHNAVI NAGAR, TIRUCHANOOR, TIRUPATI - 517503 CHITTOOR (DIST.) ANDHRA PRADESH.",CHITTOOR,Private-Self Financing
SRINIVASA RAMANUJAN INSTITUTE OF TECHNOLOGY,"ROTARYPURAM (VILLAGE) B K
SAMUDRAM (MANDAL) ANANTAPUR (DISTRICT)",ANANTAPUR,Private-Self Financing
RGUKT-NUZIVID,"MYLAVARAM ROAD, NUZIVID, KRISHNA
DISTRICT.HEAD OFFICE : RGUKT VINDHYA C-4, IIITH CAMPUS, GACHIBOWLI, HYDERABAD",KRISHNA,State Government University
ARYABHATTA POLYTECHNIC,"LAGISETTIPALEM SABBAVARAM,",VISAKHAPATNAM,"Private-Self
Financing"
SREE VAHINI INSTITUTE OF SCIENCE AND TECHNOLOGY,"BEHIND GANESH TEMPLE BYE PASS
ROAD TIRUVURU KRISHNA (DT) ANDHRA PRADESH PIN-521235",KRISHNA,Private-Self Financing
GOVERNMENT POLYTECHNIC TEKKALI,TEKKALI SRIKAKULAM DISTRICT,SRIKAKULAM,Government
"ST. JOHNS COLLEGE OF ENGINEERING &
TECHNOLOGY","YERRAKOTA, YEMMIGANUR",KURNOOL,"Private-Self
Financing"
DR.AGARALA ESWARA REDDI MBA COLLEGE,C.RAMAPURAM (VILLAGE) RAMACHANDRAPURAM (MANDAL) TIRUPATI - 517561 CHITTOOR (DISTRICT),CHITTOOR,Private-Self Financing
VIKAS POLYTECHNIC COLLEGE,"SIDDAVATAM VILLAGE,KADAPA",YSR DISTRICT,"Private-Self
Financing"
INTERNATIONAL SCHOOL OF BUSINESS,"NH-16 EASTGONAGUDEM,
RAJANAGARAM,RAJAHMUNDRY",EAST GODAVARI,"Private-Self
Financing"
CSI RAYALASEEMA DIOCESE INSTITUTE OF MANAGEMENT & TECHNOLOGY,"NH-63, GUNTAKAL ROAD, GOOTY, PIN :
515401 ANANTAPUR DISTICT ANDHRA PRADESH.",ANANTAPUR,Private-Self Financing
R.V.R.& J.C.COLLEGE OF ENGINEERING,"CHANDRAMOULIPURAM
CHOWDAVARAM GUNTUR-522 019 ANDHRA PRADESH",GUNTUR,Private-Self Financing
JAGAN'S INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES,"S.CHAAVAN INSTITUTE OF COMPUTER APPLICATIONS JANGALAKANDRIGA(VI), MUTHUKUR(MD) SPSR NELLORE (DT) ANDHRA PRADESH PIN: 524346",NELLORE,Private-Self Financing
SRI VENKATESWARA POLYTECHNIC,"N H -5,MRO OFFICE ROAD, BESIDE
DR.B.R.AMBEDKAR UNIVERSITY, ETCHERLA",SRIKAKULAM,Private-Self Financing
HINDU COLLEGE OF MANAGEMENT,AMARAVATHI ROAD,GUNTUR,"Private-Self
Financing"
RAJIV GANDHI DEGREE COLLEGE,"D.NO 15-6-3, LUTHERGIRI",EAST GODAVARI,"Private-Self
Financing"
AKSHARAA POLYTECHNIC,"SAI KRISHNA POLYTECHNIC,
BONDAPALLI(VILLAGE AND MANDALAM), VIZIANAGARAM DISTRICT, ANDHRA PRADESH",VIZIANAGARAM,Private-Self Financing
"GOVERNMENT POLYTECHNIC,
SATYAVEDU","C/O GOVT. JUNIOR COLLEGE,
SATYAVEDU",CHITTOOR,Government
"INDIRA INSTITUTE OF TECHNOLOGY
AND SCIENCES","DARIMADUGU VI, MARKAPUR,
PRAKASAM DT.",PRAKASAM,"Private-Self
Financing"
"PRR INSTITUTE OF MANAGMENT
SCIENCES","NEAR MARKET YARD, RAILWAY STATION
ROAD, GOOTY",ANANTAPUR,"Private-Self
Financing"
GATE INSTITUTE OF TECHNOLOGY AND MANAGEMENT SCIENCES,"CHIGURAVADA NORTH KANDRIGA (V),
RAYALACHERUVU ROAD TIRUPATI RURAL",CHITTOOR,Private-Self Financing
SRI VIDYA INSTITUTE OF MANAGEMENT STUDIES,"GOVINDAPALEM,PUTTUR-
517583,CHITTOOR DIST ANDHRAPRADESH.",CHITTOOR,Private-Self Financing
RAOS INSTITUTE OF MANAGEMENT STUDIES,"CHEMUDUGUNTA (PO),
VENKATACHALAM (M), NELLORE(DT) - 524320.",NELLORE,Private-Self Financing
"SIR C.V.RAMAN INSTITUTE OF
TECHNOLOGY & SCIENCES","BEHIND BHARATH PETROL BUNK,
ANANTAPUR ROAD, TADPATRI.",ANANTAPUR,"Private-Self
Financing"
ADITYA COLLEGE OF ENGINEERING,"VALASAPALLI POST, MADANAPALLE,
CHITTOOR DIST, ANDHRA PRADESH",CHITTOOR,"Private-Self
Financing"
V.R.S & Y.R.N COLLEGE OF ENGINEERING AND TECHNOLOGY,"VODAREVU ROAD, PERALA(PO), CHIRALA
PRAKASAM(DT), ANDHRA PRADESH - 523 157",PRAKASAM,Private-Self Financing
INTEGRAL INSTITUTE OF ADVANCED MANAGEMENT (IIAM),"EDUCATIONAL COMPLEX, PLOT NO.10,
MUVVALAVANIPALEM, VISAKHAPATNAM - 530 017",VISHAKHAPATNAM,Private-Self Financing
GOVERNMENT POLYTECHNIC,"THE PRINCIPAL, GOVERNMENT
POLYTECHNIC,C/O SRI RAMA MUNICIPAL HIGH SCHOOL, ITEKAMPADU ROAD, PONNUR-522124, GUNTUR(DIST.) , ANDHRA PRADESH.",GUNTUR,Government
"GOVT INSTITUTE OF TEXTILE
TECHNOLOGY","NALLAPADU, GUNTUR, ANDHRA
PRADESH",GUNTUR,Government
PYDAH COLLEGE(P.G. COURSES),"GAMBHEERAM, GAMHEERAM VILLAGE,
VISAKHAPATNAM-531163",VISHAKHAPATNAM,"Private-Self
Financing"
GOVERNMENT POLYTECHNIC,ADDANKI,PRAKASAM,Government
VISWAM ENGINEERING COLLEGE,"ANGALLU, MADANAPALLE, CHITTOOR
DIST. ANDHRAPRADESH.",CHITTOOR,"Private-Self
Financing"
VIGNAN'S NIRULA INSTITUTE OF TECHNOLOGY & SCIENCE FOR WOMEN,"VIGNAN AVENUE PALAKALURU ROAD GUNTUR TEHSIL, GUNTUR - 522 005",GUNTUR,Private-Self Financing
SANKETIKA VIDYA PARISHAD ENGINEERING COLLEGE,"TECHNICAL COMPLEX, BESIDE
ACA/VDCA CRICKET STADIUM, POTHINAMALLAYYAPALEM, VISAKHAPATNAM PIN-530041 ANDHRA PRADESH",VISHAKHAPATNAM,Private-Self Financing
BHEEMA INSTITUTE OF TECHNOLOGY AND SCIENCE,"ALUR ROAD,MANDIGIRI VILLAGE
SADHAPURAM (G.P) ADONI - 518301 KURNOOL(DIST) ANDHRA PRADESH",KURNOOL,Private-Self Financing
ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCES,"VENKATAPURAM (VILLAGE),
MANGALAM ROAD, KARAKAMBADI(POST), RENIGUNTA(MANDAL),TIRUPATI-517520, CHITTOOR DIST",CHITTOOR,Private-Self Financing
SANJEEV INSTITUTE OF PLANNING AND MANAGEMENT,SANJEEV INSTITUTE OF PLANNING AND MANAGEMENT KAKINADA-GOLLAPALEM ROAD TURANGI ROAD KAKINADA EAST GODAVARI DISTRICT ANDHRA PRADESH,EAST GODAVARI,Private-Self Financing
"GOVERNMENT POLYTECHNIC,
VIJAYAWADA",OPP MARIS STELLA COLLEGE,KRISHNA,Government
ST. ANN'S COLLEGE FOR WOMEN,"ST. ANN'S COLLEGE FOR WOMEN
AMARAVATHI ROAD, GORANTLA, GUNTUR - 522035, ANDHRA PRADESH",GUNTUR,Private-Self Financing
"ABHINAV INSTITUTE OF MANAGEMENT
& TECHNOLOGY","SOMARAJUPALLI, SINGARAYAKONDA
PRAKASAM DISTRICT A.P. - 523 101",PRAKASAM,"Private-Self
Financing"
RAJIV GANDHI RECS POLYTECHNIC,"RECS,OPPSITE TO BPCL PETROL
BUNK,KASIMKOTA",VISHAKHAPATNAM,"Private-Self
Financing"
SRI JYOTHI POLYTECHNIC,"SRI JYOTHI POLYTECHNIC,
KALAVAPAMULA VILLAGE, VUYYURU MANDAL, KRISHNA DT, ANDHRA
PRADESH, 521164.",KRISHNA,Private-Self Financing
"DNR COLLEGE OF ENGINEERING &
TECHNOLOGY","DNR COLLEGE OF ENGINEERING &
TECHNOLOGY, BALUSUMUDI,",WEST GODAVARI,"Private-Self
Financing"
MANDAVA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"VIDYANAGAR, JAGGAYYAPETA, KRISHNA DT - 521175, ANDHRA PRADESH",KRISHNA,Private-Self Financing
COLLEGE OF ENGINEERING DR B R AMBEDKAR UNIVERSITY SRIKAKULAM,"NH-16, UNIVERSITY CAMPUS ETCHERLA VILLAGE, SRIKAKULAM-532410",SRIKAKULAM,Government
HELAPURI INSTITUTE OF TECHNOLOGY & SCIENCE,"VEGAVARAM, DENDULURU MANDAL,
ELURU, WEST GODAVARI DISTRICT, ANDHRA PRADESH",WEST GODAVARI,Private-Self Financing
WEST GODAVARI INSTITUTE OF SCIENCE AND ENGINEERING,"AVAPADU, PRAKASARAOPALEM(POST),
NALLAJERLA (MANDAL), WEST GODAVARI DISTRICT, ANDHRAPRADESH - 534 112",WEST GODAVARI,Private-Self Financing
SIDDARTHA EDUCATIONAL ACADEMY GROUP OF INSTITUTIONS,"CHINTAGUNTA VILLAGE, NEAR C.
GOLLAPALLI, TIRUPATI (RURAL) - 517 505 CHITTOOR DIST A.P.",CHITTOOR,Private-Self Financing
GOVERNMENT POLYTECHNIC GANNAVARAM,"GOVERNMENT POLYTECHNIC
GANNAVARM,BESIDE
NTTTF,ALLAPURAM POST,GANNAVARM- 521101",KRISHNA,Government
"GOVERNMENT POLYTECHNIC FOR
WOMEN","GUJJANAGUNDLA GUNTUR ANDHRA
PRADESH PIN 522006",GUNTUR,Government
YALAMARTY INSTITUTE OF COMPUTER SCIENCES,"YALAMARTY NAGAR TARLUWADA
VILLAGE ANANDAPURAM MANDAL VISAKHAPATNAM-530052",VISHAKHAPATNAM,Private-Self Financing
DR.B.R.A.G.M.R.POLYTECHNIC,"RAJAVOLU ROAD, BOMMURU,
RAJAHMUNDRY RURAL",EAST GODAVARI,Government
BEHARA SUBHAKAR POLYTECHNIC,"SY 72,99,100, WARD NO 57, GVMC,
NARAVA, GOPALAPATNAM, VISAKHAPATNAM. VISAKHAPANAM",VISHAKHAPATNAM,Private-Self Financing
GOVERNMENT POLYTECHNIC,"NEAR ABHAYANJANEYA SWAMY
TEMPLE, VENKATRAO PALLI VILLAGE, ATMAKUR MANDAL, SPSR NELLORE DISTRICT",NELLORE,Government
"SRI KALAHASTISWARA INSTITUTE OF
INFORMATION AND MANAGEMENT SCIENCES (SKIIMS)","KAPPUGUNNERI (VILLAGE AND POST),
SRI KALAHASTI (MANDAL), CHITTOOR(DT) PIN : 517641",CHITTOOR,Private-Self Financing
GOVERNMENT POLYTECHNIC,"NEAR BORAMPALLI VILLAGE,
KALYANDURG",ANANTAPUR,Government
NARAYANA POLYTECHNIC,"GUDEM VILLAGE,SRIKAKULAM
MANDAL,SRIKAKULAM DIST.A.P-532484",SRIKAKULAM,"Private-Self
Financing"
"ELURU COLLEGE OF ENGINEERING &
TECHNOLOGY","DUGGIRALA (V), PEDAVEGI(M), WEST
GODAVARI DISTRICT",WEST GODAVARI,"Private-Self
Financing"
E S C GOVT. POLYTECHNIC,"TEKKE, NANDYAL-518501 KURNOOL (DT),
ANDHRAPRADESH",KURNOOL,Government
DHANEKULA INSTITUTE OF ENGINEERING & TECHNOLOGY,"DHANEKULA INSTITUTE OF
ENGINEERING & TECHNOLOGY GANGURU PENAMALURU MANDALAM VIJAYAWADA ANDHRA PRADESH - 521  139 INDIA",KRISHNA,Private-Self Financing
GAYATRI COLLEGE FOR PG COURSES,"MUNASABPETA SRIKAKULAM - 532401
ANDHRA PRADESH",SRIKAKULAM,"Private-Self
Financing"
KGRL COLLEGE,"DIRUSUMARRU ROAD BHIMAVARAM
W.G.DT ANDHRA PRADESH",WEST GODAVARI,"Private-Self
Financing"
GOVERNMENT POLYTECHNIC,"INDIRAMMA COLONY MADANAPALLI
ROAD",CHITTOOR,Government
NAGARJUNA INSTITUTE OF MANAGEMENT STUDIES,"NAGARJUNA INSTITUTE OF
MANAGEMENT STUDIES CHEKURAPADU NGPADU MANDAL PRAKASAM DT ANDRA PRADESH.",PRAKASAM,Private-Self Financing
PRASANTHI POLYTECHNIC,"DUPPITHURU VILL ATCHUTAPURAM
MANDAL, VISAKHAPATNAM",VISAKHAPATNAM,"Private-Self
Financing"
GOVERNMENT POLYTECHNIC,OV ROAD POST OFFICE CENTRE,PRAKASAM,Government
"GOVT.POLYTECHNIC ,REPALLE",GOVT.JUNIOR COLLEGE CAMPUS,GUNTUR,Government
K. CHANDRAKALA P.G COLLEGE,"BURRIPALEM ROAD, TENALI",GUNTUR,"Private-Self
Financing"
PRIYADARSHINI INSTITUTE OF TECHNOLOGY & SCIENCE,"CHINTALAPUDI, DUGGIRALA MANDAL,
NEAR TENALI, GUNTUR DIST - ANDHRA PRADESH - 522 306",GUNTUR,Private-Self Financing
"BABA INSTITUTE OF TECHNOLOGY AND
SCIENCES","P M PALEM, MADHURAWADA",VISHAKHAPATNAM,"Private-Self
Financing"
SRINIVASA DIPOLMA IN ENGINEERING & TECHNOLOGY,"BURJA (V), NEAR
CHELLAMNAIDUVALASA (V), SEETHANAGARAM (M), VIZIANAGARAM
DIST - 535542. ANDHARA PRADESH",VIZIANAGARAM,Private-Self Financing
"BELLAMKONDA POLYTECHNIC
COLLEGE","KAMBALAPADU(VILL) PODILI(MD)
PRAKASAM(DT) A.P",PRAKASAM,"Private-Self
Financing"
SRINIVASA POLYTECHINC COLLEGE,"MAIN ROAD PUSAPATIREGA
VIZIANAGARAM",VIZIANAGARAM,"Private-Self
Financing"
"SIR C RAMALINGA REDDY
POLYTECHNIC",VATLURU,WEST GODAVARI,"Private-Self
Financing"
GOVT POLYTECHNIC,"GOVT POLYTECHNIC,
SIMHADRIPURAM,YSR(DIST), ANDRA PRADESH, INDIA",YSR DISTRICT,Government
"JNTUA SCHOOL OF MANAGEMENT
STUDIES",SIR M VISWESWARAIAH ROAD,ANANTAPUR,Government
"PRIYADARSHINI INSTITUTE OF
TECHNOLOGY",C.RAMACHANDRAPURAM,CHITTOOR,"Private-Self
Financing"
"RAJIV GANDHI INSTITUTE OF
MANAGEMENT & SCIENCE","124, THIMMAPURAM VILLAGE,
ACTHMPETA, KAKINADA - 533 005.",EAST GODAVARI,"Private-Self
Financing"
GOVERNMENT POLYTECHNIC,"Z P BOYS HIGH SCHOOL,ANAPARTHY",EAST GODAVARI,Government
NARAYANADRI INSTITUTE OF SCIENCE AND TECHNOLOGY,"VENKATAPALLI ROAD, NEAR GOVT
DEGREE COLLEGE, RAJAMPET,KADAPA DIST, ANDHRA PRADESH PIN-516115.",YSR DISTRICT,Private-Self Financing
KSRM COLLEGE OF MANAGEMENT STUDIES,"YERRAMASUPALLI VILLAGE C.K. DINNE
MANDAL CUDDAPAH - 516003 ANDHRA PRADESH",YSR DISTRICT,Private-Self Financing
"SAI RAJESWARI INSTITUTE OF
TECHNOLOGY","BALAJI NAGAR, TALLAMAPURAM ROAD",YSR DISTRICT,"Private-Self
Financing"
MJR COLLEGE OF ENGINEERING & TECHNOLOGY,"DIGUVAPOKULAVARIPALLI (V) & (P),
PULICHERLA (MANDAL), CHITTOOR (DISTRICT), ANDHRAPRADESH - 517 113",CHITTOOR,Private-Self Financing
"PRABHATH INSTITUTE OF BUSINESS
MANAGEMENT","PARNAPALLI(V) NANDYAL KURNOOL(DT)
A.P",KURNOOL,"Private-Self
Financing"
"HINDU COLLEGE OF ENGINEERING AND
TECHNOLOGY","AMARAVATHI ROAD,",GUNTUR,"Private-Self
Financing"
SRI YVS & SRI BRM POLYTECHNIC,MAIN ROAD MUKTESWARAM,EAST GODAVARI,"Private-Self
Financing"
SREE VYSHNAVI M.B.A.COLLEGE,"D.NO.1/564 JANDA STREET, GOOTY
VILLAGE & MANDAL, ANANTAPUR DISTRICT.",ANANTAPUR,Private-Self Financing
SRI MITTAPALLI INSTITUTE OF TECHNOLOGY FOR WOMEN,"NEAR PEPSI COMPANY, ON NH-5,
TUMMALAPALEM, GUNTUR, ANDHRA PRADESH, INDIA.",GUNTUR,Private-Self Financing
"PRABHAT INSTITUTE OF COMPUTER
SCIENCE","PARNAPALLI,NANDYAL.KURNOOL(DT),A.
P",KURNOOL,"Private-Self
Financing"
DAMISETTY BALA SURESH INSTITUTE OF TECHNOLOGY,"MADDURUPADU VILLAGE, KAVALI
MANDAL, NELLORE DT, ANDHRA PRADESH PIN: 524 203",NELLORE,Private-Self Financing
SANSKRITHI SCHOOL OF ENGINEERING,"BEEDUPALLI ROAD, PRASANTHIGRAM",ANANTAPUR,"Private-Self
Financing"
"GOVERNMENT MODEL RESIDENTIAL
POLYTECHNIC",K.R.PURAM,WEST GODAVARI,Government
